Date,BTC-USD,IBIT,FBTC,ARKB,BITB,ETHA,MSTR,ETH-USD,SOL-USD,SPY,TLT
2026-03-20,70522.5859375,39.77000045776367,61.119998931884766,23.280000686645508,38.130001068115234,16.100000381469727,135.66000366210938,2146.4970703125,89.85356903076172,646.9034423828125,84.18888092041016
2026-03-23,70914.859375,40.04999923706055,61.54999923706055,23.450000762939453,38.380001068115234,16.280000686645508,138.1999969482422,2152.14599609375,91.42407989501953,653.6959228515625,84.73817443847656
2026-03-24,70517.859375,39.279998779296875,60.400001525878906,23.010000228881836,37.650001525878906,15.970000267028809,136.25,2155.704345703125,90.82242584228516,651.5015869140625,84.36544036865234
2026-03-25,71309.8828125,40.16999816894531,61.689998626708984,23.520000457763672,38.470001220703125,16.40999984741211,139.1300048828125,2168.021484375,91.70822143554688,655.1322021484375,85.1795654296875
2026-03-26,68791.625,38.81999969482422,59.65999984741211,22.729999542236328,37.209999084472656,15.460000038146973,132.92999267578125,2059.578369140625,86.44393157958984,643.432373046875,84.4635238647461
2026-03-27,66338.375,37.400001525878906,57.470001220703125,21.899999618530273,35.84000015258789,15.010000228881836,126.02999877929688,1991.27197265625,83.01882934570312,632.4606323242188,84.00250244140625
2026-03-30,66691.4453125,37.68000030517578,57.88999938964844,22.059999465942383,36.11000061035156,15.270000457763672,121.44000244140625,2023.514892578125,82.44405364990234,630.3460693359375,85.12071228027344
2026-03-31,68233.3125,38.41999816894531,59.029998779296875,22.489999771118164,36.810001373291016,15.829999923706055,124.80000305175781,2104.708251953125,83.10646057128906,648.6688842773438,85.03244018554688
2026-04-01,68078.5546875,38.63999938964844,59.36000061035156,22.6200008392334,37.0099983215332,16.15999984741211,122.77999877929688,2138.737060546875,81.19525909423828,653.5562744140625,84.94872283935547
2026-04-02,66888.5703125,37.970001220703125,58.36000061035156,22.239999771118164,36.38999938964844,15.630000114440918,119.83000183105469,2056.8525390625,78.9513168334961,654.144775390625,85.47067260742188
