top_n,tier_cutoff,trailing_stop,atr_stop_mult,rsi_hi,use_regime,train_cagr,train_dd,train_mar,train_win,val_cagr,val_dd,val_mar,val_win,val_sharpe
12,50.0,0.3,2.5,80.0,True,0.05483041540536848,-0.15054378785505917,0.3642157287696136,0.4105011933174224,0.6472724837965018,-0.20056822616680192,3.2271935399089573,0.4807073954983923,1.7680597426769278
8,70.0,0.2,3.0,80.0,False,0.056247852433897405,-0.15751505996869786,0.35709507678234226,0.44166666666666665,0.3382753098227389,-0.21924844585538295,1.5428857819401214,0.5132382892057027,1.1895680197155416
8,70.0,0.25,3.0,80.0,False,0.056247852433897405,-0.15751505996869786,0.35709507678234226,0.44166666666666665,0.34806730446425216,-0.2238128237038367,1.555171409323877,0.5163265306122449,1.2127609544234699
8,70.0,0.3,3.0,80.0,False,0.056247852433897405,-0.15751505996869786,0.35709507678234226,0.44166666666666665,0.3729431867716455,-0.20836965953800624,1.789815213973709,0.5194274028629857,1.2642006012794575
12,50.0,0.2,2.5,80.0,True,0.05288104212171141,-0.15054378785505973,0.3512668498325824,0.4105011933174224,0.5794986434863001,-0.23511793175663964,2.4647147886878913,0.47943037974683544,1.6521074461325822
12,50.0,0.25,2.5,80.0,True,0.05288104212171141,-0.15054378785505973,0.3512668498325824,0.4105011933174224,0.6056943314241696,-0.22724549867563026,2.6653743856494883,0.48089171974522293,1.6956709634744473
12,50.0,0.3,3.0,70.0,True,0.0552533367650736,-0.16058244922638765,0.34408079482694875,0.4132029339853301,0.5966257108268906,-0.24495882333234065,2.4356163322087663,0.4897959183673469,1.649723460683498
5,70.0,0.2,3.0,80.0,True,0.03271994059067884,-0.09566907310043882,0.34201168183502306,0.44787644787644787,0.2464840200235603,-0.14498042774605335,1.7001192771709839,0.5149253731343284,1.1596917671251072
5,70.0,0.25,3.0,80.0,True,0.03271994059067884,-0.09566907310043882,0.34201168183502306,0.44787644787644787,0.2436769780112702,-0.1449804277460539,1.6807577533023428,0.5174129353233831,1.1473647548551102
5,70.0,0.3,3.0,80.0,True,0.03271994059067884,-0.09566907310043882,0.34201168183502306,0.44787644787644787,0.2576272844358378,-0.1449804277460538,1.7769797512743932,0.5199004975124378,1.197566522932956
12,60.0,0.2,2.5,80.0,True,0.04678455795581038,-0.13783469930637893,0.33942510986887037,0.44717444717444715,0.505347446409449,-0.24261848855508805,2.082889269564906,0.47775947281713343,1.5789024232887179
12,60.0,0.25,2.5,80.0,True,0.04678455795581038,-0.13783469930637893,0.33942510986887037,0.44717444717444715,0.522754463157254,-0.24261848855508783,2.154635725704638,0.4793388429752066,1.6145203861863378
12,60.0,0.3,2.5,80.0,True,0.04678455795581038,-0.13783469930637893,0.33942510986887037,0.44717444717444715,0.561955668850898,-0.21587718389506638,2.603126734894103,0.4825291181364393,1.6884845965310238
8,50.0,0.3,3.0,80.0,True,0.054271204176350896,-0.16147633966613528,0.3360938468667346,0.4435028248587571,0.5635667518514085,-0.21764723220897175,2.5893586889738422,0.5166051660516605,1.6169099639414848
12,50.0,0.2,3.0,70.0,True,0.053269441870060996,-0.16180909480888106,0.3292116671994215,0.4132029339853301,0.5515992399158791,-0.25274871254160614,2.1824017790993806,0.48992248062015503,1.5739011791712443
